isbn,title,author,year
0446695696,Skin Tight,Carl Hiaasen,1989
1416985794,Intet,"Janne Teller, Martin Aitken",2000
0805445528,Breaking Free,Beth Moore,1999
0439680093,Raven's Gate,Anthony Horowitz,2005
1594205388,Lexicon,Max Barry,2013
037575931X,Crossing to Safety,Wallace Stegner,1987
006057299X,Every Which Way But Dead,Kim Harrison,2005
0553116606,The Amityville Horror,Jay Anson,1977
0099460173,Blood Canticle,Anne Rice,2003
0451474473,Marked in Flesh,Anne Bishop,2016
0451218469,Beneath a Marble Sky,John Shors,2004
0836218310,The Far Side Gallery 3,Gary Larson,1984
0060855908,Equal Rites,Terry Pratchett,1987
0451190750,Thinner,"Richard Bachman, Stephen King",1984
0425268780,Prince of Fools,Mark  Lawrence,2014
0684855631,The Empty Chair ,Jeffery Deaver,2000
0849945119,Blink,Ted Dekker,2002
0380721643,Track of the Cat,Nevada Barr,1993
075640407X,The Name of the Wind,Patrick Rothfuss,2007
1481422340,Afterworlds,Scott Westerfeld,2014
0345443586,Mistral's Kiss,Laurell K. Hamilton,2006
0316780375,The Weight of Water,Anita Shreve,1997
0061020613,Witches Abroad,Terry Pratchett,1991
1476754454,Mr. Mercedes,Stephen King,2014
1841156736,The Corrections,Jonathan Franzen,2001
1444729705,The Litigators,John Grisham,2011
0553213156,Anne of Ingleside,L.M. Montgomery,1939
0553807056,Odd Hours,Dean Koontz,2008
0316601950,The Pilot's Wife,Anita Shreve,1998
0671729489,Seeds of Yesterday,V.C. Andrews,1984
0553499084,The Julian chapter,R.J. Palacio,2014
0553572989,The Rise of Endymion,Dan Simmons,1997
0316219363,The Yellow Birds,Kevin Powers,2012
0761169253,Steal Like an Artist,Austin Kleon,2010
0446615757,The Christmas Train,David Baldacci,2001
0142406147,Skeleton Key,Anthony Horowitz,2002
1455566020,The Last Mile,David Baldacci,2016
0545326990,Drama,"Raina Telgemeier, Gurihiru",2012
0425263924,Entwined with You,Sylvia Day,2013
034552666X,Great North Road,Peter F. Hamilton,2012
0399156909,Bad Blood,John Sandford,2010
0679736328,Suttree,Cormac McCarthy,1979
0385339682,The Last Juror,John Grisham,2004
042519518X,Flight Of The Old Dog,Dale Brown,1987
0061448761,Gone,Michael  Grant,2008
1599901196,The Declaration,Gemma Malley,2007
0385535775,The Red House,Mark Haddon,2012
0385537859,Inferno,Dan Brown,2013
0345414004,Friday,Robert A. Heinlein,1982
0440220459,Drop Shot,Harlan Coben,1996
1416586598,Foreign Influence,Brad Thor,2010
0062200631,The Fireman,Joe Hill,2016
0312858868,The Prestige,Christopher Priest,1995
0743571355,The Spellman Files,Lisa Lutz,2007
0385335997,Voyager,Diana Gabaldon,1993
0743246071,The Queen's Fool,Philippa Gregory,2003
0385517831,The Associate,John Grisham,2009
0399160302,Salt to the Sea,Ruta Sepetys,2016
0399156879,Indulgence in Death,J.D. Robb,2010
0743437349,The Reality Bug,D.J. MacHale,2003
074990741X,Kiss of the Night,Sherrilyn Kenyon,2004
0345477243,Back When We Were Grownups,Anne Tyler,2001
0440241006,The Persuader,Lee Child,2003
0062311115,The Bone Tree,Greg Iles,2015
0060890312,Wintersmith,Terry Pratchett,2006
0743437322,The Lost City of Faar,D.J. MacHale,2003
0385737637,Revolution,Jennifer Donnelly,2010
141654707X,Dark Needs at Night's Edge,Kresley Cole,2008
0007165161,The Sands of Time,Sidney Sheldon,1985
0446695688,Sick Puppy,Carl Hiaasen,2000
078948045X,Anatomy for the Artist,Sarah Simblet,2001
1101875046,In the Unlikely Event,Judy Blume,2015
1423161610,The Last Guardian,Eoin Colfer,2012
8408057235,Maktub,Paulo Coelho,1994
0061779725,Bite Me,Christopher Moore,2010
159463467X,Modern Lovers,Emma Straub,2016
044654759X,Safe Haven,Nicholas Sparks,2010
1841580651,Gods and Generals,Jeff Shaara,1996
0385333765,King Rat,James Clavell,1962
0743418719,Salem Falls,Jodi Picoult,2001
0060891564,Eaters of the Dead,Michael Crichton,1976
0451528522,The Invisible Man,H.G. Wells,1897
0545424925,The Raven Boys,Maggie Stiefvater,2012
1101874996,The Cartel,Don Winslow,2015
0152053107,A Northern Light,Jennifer Donnelly,2003
0143036254,Common Sense,Thomas Paine,1776
1620610086,Shadows,Jennifer L. Armentrout,2012
0060564652,Hissy Fit,Mary Kay Andrews,2004
0743412028,Pay It Forward,Catherine Ryan Hyde,1999
0593057775,The Bone Garden,Tess Gerritsen,2007
125001980X,Lost Lake,Sarah Addison Allen,2014
0689867042,Tithe: A Modern Faerie Tale,Holly Black,2002
0671729446,Heaven,V.C. Andrews,1985
0670018856,The Beach House,Jane Green,2008
0425194515,Midnight,Dean Koontz,1989
037572737X,American Tabloid,James Ellroy,1995
0141023422,The Sheltering Sky,Paul Bowles,1949
1402208766,Mr. Darcy's Diary,Amanda Grange,2005
0375836675,The Messenger,Markus Zusak,2002
0553381350,The Right Stuff,Tom Wolfe,1979
0765312182,Blindsight,Peter Watts,2006
1400066212,Strength in What Remains,Tracy Kidder,2000
0670032085,Financial Peace Revisited,Dave Ramsey,1992
031238078X,Save Me,Lisa Scottoline,2011
0743454510,Second Glance,Jodi Picoult,2003
0590032496,The Witches,"Roald Dahl, Quentin Blake",1983
0062278967,A Thousand Pieces of You,Claudia Gray,2014
0758211821,Absolute Fear,Lisa Jackson,2007
0765342405,Ender's Shadow,Orson Scott Card,1998
0689862210,The View from Saturday,E.L. Konigsburg,1996
0330398059,Blubber,Judy Blume,1974
0060888644,Sword Song,Bernard Cornwell,2007
0316127191,Heartless,Gail Carriger,2011
1455507199,The Middlesteins,Jami Attenberg,2012
1416530738,Once and Always,Judith McNaught,1987
0857520199,Second Life,S.J. Watson,2015
0060560150,Ruby Holler,Sharon Creech,2002
0399170863,The Liar,Nora Roberts,2014
0618683070,Dairy Queen,Catherine Gilbert Murdock,2006
0060887397,Unbelievable,Sara Shepard,2008
0552142743,The MasterHarper of Pern,Anne McCaffrey,1998
0140236236,Regeneration,Pat Barker,1991
0385340559,Bad Luck and Trouble,Lee Child,2007
0060096128,Princess in Pink,Meg Cabot,2003
0765330423,The Alloy of Law,Brandon Sanderson,2011
0307265773,Letter to a Christian Nation,Sam Harris,2006
1402792808,A Walk Across the Sun,Corban Addison,2011
0375706674,No Country for Old Men,Cormac McCarthy,2005
9793062924,Sang Pemimpi,Andrea Hirata,2006
0060750863,The System of the World,Neal Stephenson,2004
0802170374,Flight: A Novel,Sherman Alexie,2007
051511779X,Born in Shame,Nora Roberts,1996
0441012914,Absolution Gap,Alastair Reynolds,2003
0060763892,The Judas Strain,James Rollins,2007
0425205959,Cards on the Table,Agatha Christie,1936
0451219597,Jackdaws,Ken Follett,2001
1590860624,Without Fail ,"Lee Child, Dick Hill",2002
0373605692,The Siren,Tiffany Reisz,2012
0312315732,Little Children,Tom Perrotta,2004
1861977697,Art of Seduction,Robert Greene,2001
0061159174,The Known World,Edward P. Jones,2003
0345495934,Swallowing Darkness,Laurell K. Hamilton,2008
0312593554,Night Pleasures,Sherrilyn Kenyon,2002
1594633665,The Girl on the Train,Paula Hawkins,2015
0385339151,Darkfever,Karen Marie Moning,2006
0451229444,Crave,J.R. Ward,2010
0312330871,Ten Little Niggers,Agatha Christie,1939
0786838930,Masquerade,Melissa de la Cruz,2007
0316191299,Holidays on Ice,David Sedaris,1997
067984483X,Put Me in the Zoo,Robert Lopshire,1960
0060569662,Autobiography of a Face,Lucy Grealy,1994
034552425X,Rivers of London,Ben Aaronovitch,2011
080508049X,The Black Cauldron,Lloyd Alexander,1965
0399256121,Bloodrose,Andrea Cremer,2012
0375868429,Chomp!,Carl Hiaasen,2012
1597801577,The Windup Girl,Paolo Bacigalupi,2009
0373802498,Magic Study,Maria V. Snyder,2006
074348486X,As You Like It,William Shakespeare,1599
0425227510,Vision in White,Nora Roberts,2009
0140097317,City of Glass,Paul Auster,1985
0671890913,The Longest Day,Cornelius Ryan,1959
0395389496,The Polar Express,Chris Van Allsburg,1985
0449911942,Rabbit at Rest,John Updike,1990
0679735771,American Psycho,Bret Easton Ellis,1991
0312532768,Blue Moon,Alyson Noel,2009
0425227944,The Darkest Hour,Maya Banks,2010
1502446936,Stepbrother Dearest,Penelope Ward,2014
1439102252,Wishful Drinking,Carrie Fisher,2008
0394800028,The Cat in the Hat Comes Back,Dr. Seuss,1958
1857988841,The Sirens of Titan,Kurt Vonnegut Jr.,1959
0679734465,Valis,Philip K. Dick,1981
0714847984,The 20th Century Art Book,Phaidon Press,1996
1533134138,The Bird and the Sword,Amy Harmon,2016
1455561789,Before the Fall,Noah Hawley,2016
0345419626,The Queen of the Damned,Anne Rice,1988
0765310082,Toll the Hounds,Steven Erikson,2008
0441013651,The Atrocity Archives,Charles Stross,2004
0375829873,The Chocolate War,Robert Cormier,1974
0547738471,The Last Dragonslayer,Jasper Fforde,2010
0803733569,Willow,Julia Hoban,2009
0553588257,Velocity,Dean Koontz,2005
0857662937,Nexus,Ramez Naam,2012
0385732953,All-of-a-Kind Family,Sydney Taylor,1951
0425272354,Devil's Game,Joanna Wylde,2014
0375727132,The Dive From Clausen's Pier,Ann Packer,2002
141651631X,Path of the Assassin,Brad Thor,2003
0875093663,Pursuit of God,A.W. Tozer,1948
0618620117,How We Decide,Jonah Lehrer,2009
0399252649,Mockingbird,Kathryn Erskine,2010
1612187005,The Wretched of Muirwood,Jeff Wheeler,2011
0425194523,Raise the Titanic!,Clive Cussler,1976
0224081187,On Chesil Beach,Ian McEwan,2007
1595141979,Shadow Kiss,Richelle Mead,2008
0842386882,Reunion,"Karen Kingsbury, Gary Smalley",2004
1477823832,The Paper Magician,Charlie N. Holmberg,2014
1416510567,Fatal Voyage,Kathy Reichs,2001
044661758X,The Concrete Blonde,Michael Connelly,1994
0525421556,Hold Still,Nina LaCour,2009
0552772291,Sleeping Arrangements,Madeleine Wickham,2001
0553280511,The Blue Castle,L.M. Montgomery,1926
1905294719,Tintentod,Cornelia Funke,2007
0515141429,Killing Floor,Lee Child,1997
0515139408,Red Lily,Nora Roberts,2005
0440416795,Harriet the Spy,Louise Fitzhugh,1964
0385315546,Drinking: A Love Story,Caroline Knapp,1996
0061985864,Supernaturally,Kiersten White,2011
1439192561,"Full Dark, No Stars",Stephen King,2010
0765309416,The Android's Dream,John Scalzi,2006
0399158812,Delusion in Death,J.D. Robb,2012
0679776818,Birdsong,Sebastian Faulks,1993
0312971230,Ice Station,Matthew Reilly,1998
1921794097,Saving June,Hannah Harrington,2011
0575077905,Last Argument of Kings,Joe Abercrombie,2008
0553589393,Midnight Awakening ,Lara Adrian,2007
0765316994,Redshirts,John Scalzi,2012
0385352875,The Water Knife,Paolo Bacigalupi,2015
0425170349,Rainbow Six,Tom Clancy,1998
1405038160,The Six Sacred Stones,Matthew Reilly,2007
0670025771,The Secret Chord,Geraldine Brooks,2015
0345496531,The Dreaming Void,Peter F. Hamilton,2007
0752858556,The Matarese Circle,Robert Ludlum,1979
0345533232,Never Seduce a Scot,Maya Banks,2012
144244228X,The summer I turned pretty,Jenny Han,2009
0553582798,Lake in the Clouds,Sara Donati,2002
0316015059,Double Cross,James Patterson,2007
0440227194,Brian's Winter,Gary Paulsen,1996
0552772275,The Wedding Girl,Madeleine Wickham,1999
0061950726,Orphan Train,Christina Baker Kline,2013
067102423X,Bag of Bones,Stephen King,1998
0312997116,As The Crow Flies,Jeffrey Archer,1990
0679723226,Double Indemnity,James M. Cain,1936
0312590970,Dark Flame,Alyson Noel,2010
039915731X,Locked On,"Tom Clancy, Mark Greaney",2011
184149593X,The Rogue,Trudi Canavan,2011
0345472446,"Lucia, Lucia",Adriana Trigiani,2003
0330487140,A Bend in the River,V.S. Naipaul,1979
0451203771,The Scarlet Feather,Maeve Binchy,2000
0140065172,Ordinary People,Judith Guest,1976
0143037234,The Big Over Easy,Jasper Fforde,2005
0060512806,Cryptonomicon,Neal Stephenson,1999
0440238153,The Amber Spyglass,Philip Pullman,2000
0743296419,Handle with Care,Jodi Picoult,2009
0385517238,The Innocent Man,John Grisham,2006
0385349068,Dad Is Fat,Jim Gaffigan,2013
0312382855,Patient Zero,Jonathan Maberry,2009
0385338104,The Book of Joe,Jonathan Tropper,2003
1934781630,Zeitoun,Dave Eggers,2008
0446617687,Sex and the City,Candace Bushnell,1996
0670241334,Corduroy,Don Freeman,1948
0743457587,The Miracle Worker,William  Gibson,1956
0312379293,A Prisoner of Birth,Jeffrey Archer,2008
0446539759,First Family,David Baldacci,2009
0375724834,Motherless Brooklyn,Jonathan Lethem,1999
1400041988,Pnin,"Vladimir Nabokov, David Lodge",1953
1476738963,We Are Called to Rise,Laura  McBride,2014
0765345013,Child of the Prophecy ,Juliet Marillier,2001
014240120X,The Westing Game,Ellen Raskin,1978
0689840330,Silver on the Tree,Susan Cooper,1977
0486455599,Eight Cousins,Louisa May Alcott,1874
0060892013,The Sight,Erin Hunter,2007
0307931889,Every Day,David Levithan,2012
0345528670,The Aviator's Wife,Melanie Benjamin,2013
0831727527,Gerald's Game,Stephen King,1992
0451208641,Black Like Me,John Howard Griffin,1960
0425210758,Mr. Murder,Dean Koontz,1993
0307276902,A Million Little Pieces,James Frey,2003
0060887303,Pretty Little Liars,Sara Shepard,2006
042518160X,Danse Macabre,Stephen King,1981
0312938993,A is for Alibi,Sue Grafton,1982
0451210468,Lie Down With Lions,Ken Follett,1985
0345483448,Summer Island,Kristin Hannah,2001
0345515501,The Silent Girl,Tess Gerritsen,2011
0425210731,Memory in Death ,J.D. Robb,2006
0452281253,Anthem,Ayn Rand,1938
0375703063,A Virtuous Woman ,Kaye Gibbons,1989
0142300705,A Year Down Yonder,Richard Peck,2000
1401303366,The Middle Place,Kelly Corrigan,2005
033034837X,The Third Twin,Ken Follett,1996
1400097029,The Sea,John Banville,2005
0060177241,The Thief of Always,Clive Barker,1992
0767927567,Escape,"Carolyn Jessop, Laura Palmer",2007
0061662690,The Summoning,Kelley Armstrong,2008
0385340222,Sisters,Danielle Steel,2007
0670021040,Caleb's Crossing,Geraldine Brooks,2011
0312358342,The Leftovers,Tom Perrotta,2011
8466302204,Violin,Anne Rice,1997
1451673442,The Magic (The Secret #3),Rhonda Byrne,2012
0811214044,The Glass Menagerie,Tennessee Williams,1945
0385535309,Paris,Edward Rutherfurd,2013
0061962783,Inside Out & Back Again,Thanhha Lai,2011
0385538499,The Winter People,Jennifer McMahon,2014
1565125525,Breakfast with Buddha,Roland Merullo,2007
1451672721,Gold,Chris Cleave,2012
033041335X,Sons of Fortune,Jeffrey Archer,2002
193700788X,Dead Ever After,Charlaine Harris,2013
0060513063,A Light in the Attic,Shel Silverstein,1981
0375705856,Plainsong,Kent Haruf,1999
0449226352,Home Again,Kristin Hannah,1996
0385735359,The Enchantress,Michael Scott,2012
0385538510,The Night Sister,Jennifer McMahon,2015
0399154213,Invisible Prey,John Sandford,2007
0395181569,The Little House,Virginia Lee Burton,1942
1101904224,Dark Matter,Blake Crouch,2016
1595143424,Virals,"Kathy Reichs, Brendan Reichs",2010
0375414959,Bridge of Sighs,Richard Russo,2007
0399156399,The Scarpetta Factor ,Patricia Cornwell,2009
0312348649,Baby Proof,Emily Giffin,2006
1573226882,Fever Pitch,Nick Hornby,1992
0441005764,Mossflower,Brian Jacques,1988
0007205236,Angela's Ashes: A Memoir,Frank McCourt,1996
0749732105,The Folk of Faraway Tree,Enid Blyton,1946
0060541830,Congo,Michael Crichton,1980
0312985347,Eleven on Top,Janet Evanovich,2005
0671737821,Honor's Splendour,Julie Garwood,1987
0553807234,The Neighbor,Lisa Gardner,2009
0553213180,Rainbow Valley,L.M. Montgomery,1917
0141185538,The Moon Is Down,John Steinbeck,1942
014029628X,Girl in Hyacinth Blue,Susan Vreeland,1999
0060788704,The Outlaw Demon Wails ,Kim Harrison,2008
0441015662,Iron Kissed,Patricia Briggs,2008
006218850X,The Orchardist,Amanda Coplin,2012
0425255700,Affliction,Laurell K. Hamilton,2013
0399154388,The Chase,Clive Cussler,2007
1476751803,Sweet Filthy Boy ,Christina Lauren,2014
0345348109,The Killer Angels,Michael Shaara,1974
0446607274,Angels Flight,Michael Connelly,1999
0374281092,Someone,Alice McDermott,2013
0380017601,Love Story,Erich Segal,1970
1841492051,Shadow of the Giant,Orson Scott Card,2005
0060590270,A Dirty Job,Christopher Moore,2006
0449205622,Captains and the Kings,Taylor Caldwell,1972
1857231325,The Wishsong of Shannara ,Terry Brooks,1985
1250019834,First Frost,Sarah Addison Allen,2015
0590664875,Runaway Ralph,Beverly Cleary,1970
0345479718,Woken Furies,Richard K. Morgan,2005
0385336691,The Hard Way,Lee Child,2006
1416912045,Unwind,Neal Shusterman,2007
1592402038,"Eats, Shoots and Leaves",Lynne Truss,2003
1551111721,Lord Jim,Joseph Conrad,1900
0385518331,Dexter in the Dark,Jeff Lindsay,2006
0060515198,Anansi Boys,Neil Gaiman,2005
1416975861,Clockwork Angel,Cassandra Clare,2010
0060584033,Motor Mouth,Janet Evanovich,2006
1419122126,Good Wives,Louisa May Alcott,1868
0441005667,Forever Peace ,Joe Haldeman,1997
0312594429,Hidden,"P.C. Cast, Kristin Cast",2012
0310247454,Boundaries,"Henry Cloud, John Townsend",1992
0099446782,The Silence of the Lambs,Thomas Harris,1988
0670038717,First Among Sequels ,Jasper Fforde,2007
0689869118,Black Water,D.J. MacHale,2004
0375706860,Kar,"Orhan Pamuk, Maureen Freely",2002
0812975294,The Greatest Generation,Tom Brokaw,1998
1841493015,Club Dead,Charlaine Harris,2003
0812504690,The Jungle Book,Rudyard Kipling,1894
0812536363,Rainbows End,Vernor Vinge,2006
0425083896,Books of Blood: Volume One,Clive Barker,1984
0486266893,Candide,Voltaire,1759
0061579033,The Family Fang,Kevin    Wilson,2011
0385730306,The Sweet Far Thing,Libba Bray,2007
0812550285,A Crown of Swords,Robert Jordan,1996
0545169178,The List,Siobhan Vivian,2012
0316069418,The Drop,Michael Connelly,2011
0060278250,Abhorsen,Garth Nix,2003
1594631395,"Boy, Snow, Bird",Helen Oyeyemi,2013
1841496863,Bone Crossed,Patricia Briggs,2009
009928264X,Survivor,Chuck Palahniuk,1999
1847442404,The Swan Thieves,Elizabeth Kostova,2010
009949857X,Light A Penny Candle,Maeve Binchy,1982
0345485599,Breathing Lessons,Anne Tyler,1988
0764223305,The Covenant,Beverly  Lewis,2002
0553380958,Snow Crash,Neal Stephenson,1992
0375727345,House of Sand and Fog,Andre Dubus III,1999
1594489254,The Ghost Map,Steven Johnson,2006
1857232097,The Fires of Heaven,Robert Jordan,1993
0140367357,Five Children and It ,E. Nesbit,1902
1416549129,The Other Queen,Philippa Gregory,2008
0062286447,Fourth of July Creek,Smith Henderson,2014
031024756X,Ever After,Karen Kingsbury,2006
0553563734,The King's Buccaneer,Raymond E. Feist,1992
0718147715,Cook with Jamie,Jamie Oliver,2006
156478214X,The Third Policeman,Flann O'Brien,1967
0765326574,The Lost Gate,Orson Scott Card,2011
0689849109,Pollyanna,Eleanor H. Porter,1912
148473274X,The Hidden Oracle,Rick Riordan,2016
1469216000,Pines,Blake Crouch,2012
0804138567,Bittersweet,Miranda Beverly-Whittemore,2014
0752858653,The Scarlatti Inheritance,Robert Ludlum,1971
0525951652,Fall of Giants,Ken Follett,2010
044101738X,Hunting Ground,Patricia Briggs,2009
1608190463,The Scar of David,Susan Abulhawa,2006
0439244196,Holes,"Louis Sachar, Louis Sachar",1998
159038783X,The Candy Shop War,Brandon Mull,2007
0385341326,My Best Friend's Girl,Dorothy Koomson,2006
0553269224,Rilla of Ingleside,L.M. Montgomery,1921
061808360X,Gorillas in the Mist,Dian Fossey,1983
044900063X,H is for Homicide,Sue Grafton,1991
0525425888,Everything Leads to You,Nina LaCour,2014
1476717710,The Troop,Nick Cutter,2014
1250029880,Styxx,Sherrilyn Kenyon,2013
0786939532,Homeland,R.A. Salvatore,1990
0812966007,Theodore Rex,Edmund Morris,2001
0425217299,An Ice Cold Grave,Charlaine Harris,2007
0425197220,Hidden Riches,Nora Roberts,1994
0547959109,The Testing,Joelle Charbonneau,2013
0425214591,Darkfall,Dean Koontz,1984
0446616427,Kitty Goes to Washington,Carrie Vaughn,2006
0345507460,Welcome to the Jungle,Jim Butcher,2008
0886774632,By the Sword,Mercedes Lackey,1991
0307959856,Death Comes to Pemberley,P.D. James,2012
1439164681,Love Anthony,Lisa Genova,2012
0374104107,Authority ,Jeff VanderMeer,2014
0316013315,The Beatles: The Biography,Bob Spitz,2005
0684856476,The Rum Diary,Hunter S. Thompson,1998
0061284408,Stargazer,Claudia Gray,2009
0747236380,Twilight,"Leigh Nichols, Dean Koontz",1984
0375806814,Where the Red Fern Grows,Wilson Rawls,1961
0425203867,R is for Ricochet,Sue Grafton,2004
030727103X,The Buried Giant,Kazuo Ishiguro,2015
1595141758,Frostbite,Richelle Mead,2008
1442426675,Finale,Becca Fitzpatrick,2012
0316129070,Abaddon's Gate,James S.A. Corey,2013
0345299116,The Midwich Cuckoos,John Wyndham,1957
044022912X,The Cay,Theodore Taylor,1969
0143036939,The City of Falling Angels,John Berendt,2005
0439846838,The Stonekeeper's Curse,Kazu Kibuishi,2009
0345539826,Golden Son,Pierce Brown,2015
039925692X,Out of the Easy,Ruta Sepetys,2013
0140050930,The Earthsea Trilogy,Ursula K. Le Guin,1975
0375414495,Cutting for Stone,Abraham Verghese,2009
0808553038,The Egypt Game,Zilpha Keatley Snyder,1967
0803741715,The Book with No Pictures,B.J. Novak,2014
1416524797,Angels & Demons ,Dan Brown,2000
0141383356,Airman,Eoin Colfer,2007
1416548009,Memorial Day,Vince Flynn,2004
1400033411,Beloved,Toni Morrison,1987
0316243914,Burial Rites,Hannah Kent,2013
0778322955,A Good Yarn,Debbie Macomber,2005
0143035088,In This Mountain (Mitford),Jan Karon,2002
0553278746,The Postman,David Brin,1985
0356500152,The Girl with All the Gifts,M.R. Carey,2014
0312577222,The Nightingale,Kristin Hannah,2015
1416953558,Perfect You,Elizabeth Scott,2008
0749908904,Salvation in Death,J.D. Robb,2008
0099436922,Glue,Irvine Welsh,2001
0743217187,Cuentos de Eva Luna,Isabel Allende,1988
055255264X,A Hat Full of Sky,Terry Pratchett,2004
0140273344,The Eagle Has Landed,Jack Higgins,1975
0140294295,Sharpe's Rifles,Bernard Cornwell,1988
1416527265,The Little Lady Agency,Hester Browne,2005
0399244557,The Burning Bridge,John Flanagan,2005
0451223292,The Mist,Stephen King,1980
0312997140,The Prodigal Daughter,Jeffrey Archer,1982
8129135728,Half Girlfriend,Chetan Bhagat,2014
0385738935,Fallen,Lauren Kate,2009
0061142026,Stardust,Neil Gaiman,1999
0758272812,Storm,Brigid Kemmerer,2012
031624290X,The Three,Sarah Lotz,2014
0060921145,Animal Dreams,Barbara Kingsolver,1990
1596431520,American Born Chinese,Gene Luen Yang,2006
0316069434,The Black Box,Michael Connelly,2012
0671875965,The Short Victorious War,David Weber,1994
0345528921,The Inn At Rose Harbor,Debbie Macomber,2012
0593046358,The Crippled God,Steven Erikson,2011
0812967127,The Day of the Triffids,John Wyndham,1951
0061985848,Paranormalcy,Kiersten White,2010
1585424331,Think and Grow Rich,Napoleon Hill,1937
0765301075,The Forge of God,Greg Bear,1987
1455599735,Uganda Be Kidding Me,Chelsea Handler,2014
0765326361,Words of Radiance,Brandon Sanderson,2014
1250011914,Whispers at Moonrise ,C.C. Hunter,2012
0316098795,The Rook,Daniel O'Malley,2012
0060590165,Lirael,Garth Nix,2001
0061147958,Horns,Joe Hill,2009
1619630656,Heir of Fire,Sarah J. Maas,2014
0441018521,Magic Bleeds,Ilona Andrews,2010
0007201095,Ya-Yas in Bloom,Rebecca Wells,2005
2290032042,Rama II,"Arthur C. Clarke, Gentry Lee",1989
0441014348,Cursor's Fury,Jim Butcher,2006
0451456718,Daughter of the Blood,Anne Bishop,1998
0441014739,Blood Bound,Patricia Briggs,2007
0340796170,Five Run Away Together,Enid Blyton,1944
0618640150,The Lord of the Rings,J.R.R. Tolkien,1955
0689849230,The First Part Last,Angela Johnson,2003
0446522597,The Winner,David Baldacci,1997
0425152898,Mind Prey,John Sandford,1995
0805080511,Taran Wanderer,Lloyd Alexander,1967
0062248162,The Prince,Kiera Cass,2013
0316012335,Lord Loss,Darren Shan,2005
184756190X,A Girl Like You,Gemma Burgess,2011
0545132053,Smile,Raina Telgemeier,2009
0060096152,Princess in Training,Meg Cabot,2006
1442402326,Rot & Ruin,Jonathan Maberry,2010
8756787650,Flaskepost fra P,Jussi Adler-Olsen,2009
0425193829,Fudge-a-Mania,Judy Blume,1990
0373210027,Intertwined,Gena Showalter,2009
0140285601,Cat's Cradle,Kurt Vonnegut Jr.,1963
0345334310,The Ship Who Sang,Anne McCaffrey,1969
0525426035,Grasshopper Jungle,Andrew  Smith,2014
0374280967,The Uncommon Reader ,Alan Bennett,2007
0061869724,Never Have I Ever ,Sara Shepard,2011
0399218858,The Very Quiet Cricket,Eric Carle,1990
0803731531,The Looking Glass Wars,Frank Beddor,2004
0061043583,Unnatural Death,Dorothy L. Sayers,1927
0380800829,The Duke and I,Julia Quinn,2000
0439568331,The Haunted Mask,R.L. Stine,1993
0062295896,Girl in a Band,Kim Gordon,2015
0451462564,Turn Coat,Jim Butcher,2009
0385491050,Surfacing,Margaret Atwood,1972
0375703845,Glamorama,Bret Easton Ellis,1998
0525953183,Influx,Daniel Suarez,2014
0060835273,The Beet Queen,Louise Erdrich,1985
038077352X,Dreaming of You ,Lisa Kleypas,1994
0451225856,"Lover Enshrined, part two",J.R. Ward,2009
1400069289,The Power of Habit,Charles Duhigg,2011
0446400157,A Morbid Taste for Bones,Ellis Peters,1977
0345505492,The Emperor's Tomb,Steve Berry,2010
0380815923,Blackberry Wine,Joanne Harris,1999
0345915623,A Son of the Circus,John Irving,1994
0765329581,Article 5,Kristen Simmons,2012
0062311077,Natchez Burning,Greg Iles,2014
0345447867,The Apprentice,Tess Gerritsen,2002
0525950608,Hold Tight,Harlan Coben,2008
1590171993,Stoner,"John  Williams, John McGahern",1965
0006498868,The Mad Ship,Robin Hobb,1999
0385341970,Broken,Karin Slaughter,2010
0385340540,The Broker,John Grisham,2005
0312656262,Halo,Alexandra Adornetto,2010
0749932945,Envy,Sandra Brown,1999
0812474945,The Bean Trees,Barbara Kingsolver,1988
1442445807,The Program,Suzanne Young,2013
1420925431,A Room with a View,E.M. Forster,1908
0618346260,The Two Towers,J.R.R. Tolkien,1954
1478314605,Futures and Frosting,Tara Sivec,2012
0446577898,The Inner Circle,Brad Meltzer,2011
0425184226,The Sum of All Fears,Tom Clancy,1991
0140297995,Austerlitz,"W.G. Sebald, Anthea Bell",2001
156097432X,Palestine,"Joe Sacco, Edward Said",1996
0385534795,The Sandcastle Girls,Chris Bohjalian,2012
0312861877,Xenocide,Orson Scott Card,1991
0765340747,The Pillars of Creation,Terry Goodkind,2001
0140284125,The Inimitable Jeeves ,P.G. Wodehouse,1923
0380842939,Sacajawea,Anna Lee Waldo,1978
0356508366,The Obelisk Gate,N.K. Jemisin,2016
0345534182,Circling the Sun,Paula McLain,2015
0670023485,Shadow of Night,Deborah Harkness,2012
0743243781,Teacher Man,Frank McCourt,2005
1581344988,Don't Waste Your Life,John Piper,2003
0375508325,Cosmos,Carl Sagan,1980
0099297701,Hannibal,Thomas Harris,1999
045146317X,Changes,Jim Butcher,2010
0140183523,Kim,"Rudyard Kipling, Edward Said",1901
0739453823,Black Rose,Nora Roberts,2005
1596435712,Promised,Caragh M. O'Brien,2012
096319254X,Memnoch The Devil,Anne Rice,1995
0553588451,Full Moon Rising,Keri Arthur,2006
159420571X,Everything I Never Told You,Celeste Ng,2014
1581345275,Piercing the Darkness,Frank E. Peretti,1989
1595143971,Across the Universe,Beth Revis,2011
0307262995,Nature Girl,Carl Hiaasen,2006
0060562536,Scandal in Spring,Lisa Kleypas,2006
